"","V1"
"1666",TRUE
"1667",TRUE
"1668",FALSE
"1669",FALSE
"1670",TRUE
"1671",TRUE
"1672",TRUE
"1673",TRUE
"1674",FALSE
"1675",FALSE
"1676",TRUE
"1677",TRUE
"1678",FALSE
"1679",FALSE
"1680",TRUE
"1681",FALSE
"1682",FALSE
"1683",FALSE
"1684",FALSE
"1685",FALSE
"1686",TRUE
"1687",FALSE
"1688",TRUE
"1689",TRUE
"1690",TRUE
"1691",FALSE
"1692",FALSE
"1693",TRUE
"1694",FALSE
"1695",TRUE
"1696",FALSE
"1697",FALSE
"1698",FALSE
"1699",TRUE
"1700",TRUE
"1701",FALSE
"1702",TRUE
"1703",FALSE
"1704",TRUE
"1705",FALSE
"1706",TRUE
"1707",TRUE
"1708",TRUE
"1709",TRUE
"1710",FALSE
"1711",FALSE
"1712",TRUE
"1713",FALSE
"1714",FALSE
"1715",TRUE
"1716",TRUE
"1717",FALSE
"1718",TRUE
"1719",FALSE
"1720",TRUE
"1721",FALSE
"1722",FALSE
"1723",TRUE
"1724",FALSE
"1725",TRUE
"1726",FALSE
"1727",TRUE
"1728",TRUE
"1729",TRUE
"1730",FALSE
"1731",FALSE
"1732",TRUE
"1733",TRUE
"1734",FALSE
"1735",TRUE
"1736",FALSE
"1737",TRUE
"1738",TRUE
"1739",FALSE
"1740",FALSE
"1741",TRUE
"1742",FALSE
"1743",TRUE
"1744",FALSE
"1745",TRUE
"1746",FALSE
"1747",TRUE
"1748",FALSE
"1749",FALSE
"1750",TRUE
"1751",TRUE
"1752",TRUE
"1753",TRUE
"1754",TRUE
"1755",TRUE
"1756",FALSE
"1757",TRUE
"1758",FALSE
"1759",FALSE
"1760",TRUE
"1761",TRUE
"1762",TRUE
"1763",TRUE
"1764",TRUE
"1765",FALSE
"1766",FALSE
"1767",FALSE
"1768",FALSE
"1769",FALSE
"1770",TRUE
"1771",TRUE
"1772",TRUE
"1773",TRUE
"1774",TRUE
"1775",TRUE
"1776",TRUE
"1777",TRUE
"1778",FALSE
"1779",FALSE
"1780",FALSE
"1781",FALSE
"1782",FALSE
"1783",TRUE
"1784",TRUE
"1785",FALSE
"1786",TRUE
"1787",TRUE
"1788",TRUE
"1789",TRUE
"1790",FALSE
"1791",TRUE
"1792",FALSE
"1793",TRUE
"1794",TRUE
"1795",FALSE
"1796",FALSE
"1797",TRUE
"1798",FALSE
"1799",FALSE
"1800",TRUE
"1801",TRUE
"1802",TRUE
"1803",TRUE
"1804",FALSE
"1805",FALSE
"1806",FALSE
"1807",FALSE
"1808",FALSE
"1809",FALSE
"1810",TRUE
"1811",TRUE
"1812",FALSE
"1813",FALSE
"1814",FALSE
"1815",FALSE
"1816",TRUE
"1817",TRUE
"1818",TRUE
"1819",TRUE
"1820",FALSE
"1821",FALSE
"1822",FALSE
"1823",FALSE
"1824",TRUE
"1825",FALSE
"1826",FALSE
"1827",FALSE
"1828",TRUE
"1829",FALSE
"1830",FALSE
"1831",FALSE
"1832",FALSE
"1833",FALSE
"1834",FALSE
"1835",FALSE
"1836",FALSE
"1837",TRUE
"1838",FALSE
"1839",TRUE
"1840",FALSE
"1841",TRUE
"1842",TRUE
"1843",TRUE
"1844",FALSE
"1845",TRUE
"1846",FALSE
"1847",FALSE
"1848",TRUE
"1849",TRUE
"1850",FALSE
"1851",FALSE
"1852",FALSE
"1853",FALSE
"1854",FALSE
"1855",TRUE
"1856",FALSE
"1857",TRUE
"1858",FALSE
"1859",TRUE
"1860",FALSE
"1861",FALSE
"1862",FALSE
"1863",TRUE
"1864",FALSE
"1865",FALSE
"1866",TRUE
"1867",TRUE
"1868",TRUE
"1869",TRUE
"1870",FALSE
"1871",FALSE
"1872",FALSE
"1873",TRUE
"1874",TRUE
"1875",TRUE
"1876",TRUE
"1877",TRUE
"1878",TRUE
"1879",TRUE
"1880",TRUE
"1881",FALSE
"1882",FALSE
"1883",FALSE
"1884",TRUE
"1885",FALSE
"1886",FALSE
"1887",FALSE
"1888",TRUE
"1889",TRUE
"1890",FALSE
"1891",TRUE
"1892",TRUE
"1893",TRUE
"1894",TRUE
"1895",FALSE
"1896",FALSE
"1897",TRUE
"1898",TRUE
"1899",FALSE
"1900",FALSE
"1901",FALSE
"1902",TRUE
"1903",TRUE
"1904",TRUE
"1905",TRUE
"1906",FALSE
"1907",FALSE
"1908",TRUE
"1909",TRUE
"1910",FALSE
"1911",FALSE
"1912",TRUE
"1913",TRUE
"1914",TRUE
"1915",FALSE
"1916",FALSE
"1917",FALSE
"1918",FALSE
"1919",FALSE
"1920",FALSE
"1921",FALSE
"1922",TRUE
"1923",FALSE
"1924",TRUE
"1925",FALSE
"1926",TRUE
"1927",FALSE
"1928",FALSE
"1929",FALSE
"1930",FALSE
"1931",TRUE
"1932",FALSE
"1933",TRUE
"1934",TRUE
"1935",FALSE
"1936",FALSE
"1937",FALSE
"1938",FALSE
"1939",TRUE
"1940",TRUE
"1941",TRUE
"1942",FALSE
"1943",TRUE
"1944",TRUE
"1945",TRUE
"1946",FALSE
"1947",FALSE
"1948",TRUE
"1949",FALSE
"1950",FALSE
"1951",FALSE
"1952",TRUE
"1953",FALSE
"1954",TRUE
"1955",TRUE
"1956",FALSE
"1957",FALSE
"1958",TRUE
"1959",FALSE
"1960",TRUE
"1961",FALSE
"1962",TRUE
"1963",FALSE
"1964",TRUE
"1965",TRUE
"1966",FALSE
"1967",TRUE
"1968",FALSE
"1969",FALSE
"1970",FALSE
"1971",FALSE
"1972",FALSE
"1973",TRUE
"1974",FALSE
"1975",FALSE
"1976",FALSE
"1977",TRUE
"1978",FALSE
"1979",FALSE
"1980",FALSE
"1981",FALSE
"1982",FALSE
"1983",TRUE
"1984",TRUE
"1985",TRUE
"1986",FALSE
"1987",TRUE
"1988",TRUE
"1989",FALSE
"1990",TRUE
"1991",FALSE
"1992",TRUE
"1993",FALSE
"1994",TRUE
"1995",FALSE
"1996",FALSE
"1997",FALSE
"1998",TRUE
"1999",FALSE
"2000",TRUE
"2001",FALSE
"2002",FALSE
"2003",TRUE
"2004",FALSE
"2005",TRUE
"2006",FALSE
"2007",FALSE
"2008",FALSE
"2009",TRUE
"2010",FALSE
"2011",FALSE
"2012",TRUE
"2013",FALSE
"2014",TRUE
"2015",TRUE
"2016",FALSE
"2017",TRUE
"2018",FALSE
"2019",TRUE
"2020",FALSE
"2021",TRUE
"2022",FALSE
"2023",TRUE
"2024",FALSE
"2025",FALSE
"2026",FALSE
"2027",TRUE
"2028",TRUE
"2029",FALSE
"2030",FALSE
"2031",TRUE
"2032",TRUE
"2033",TRUE
"2034",FALSE
"2035",FALSE
"2036",FALSE
"2037",TRUE
"2038",TRUE
"2039",FALSE
"2040",FALSE
"2041",FALSE
"2042",FALSE
"2043",TRUE
"2044",FALSE
"2045",TRUE
"2046",FALSE
"2047",FALSE
"2048",FALSE
"2049",TRUE
"2050",FALSE
"2051",FALSE
"2052",FALSE
"2053",FALSE
"2054",FALSE
"2055",FALSE
"2056",FALSE
"2057",FALSE
"2058",TRUE
"2059",FALSE
"2060",TRUE
"2061",FALSE
"2062",FALSE
"2063",FALSE
"2064",TRUE
"2065",FALSE
"2066",TRUE
"2067",FALSE
"2068",TRUE
"2069",FALSE
"2070",TRUE
"2071",FALSE
"2072",FALSE
"2073",FALSE
"2074",FALSE
"2075",FALSE
"2076",FALSE
"2077",FALSE
"2078",TRUE
"2079",FALSE
"2080",FALSE
"2081",FALSE
"2082",FALSE
"2083",FALSE
"2084",FALSE
"2085",TRUE
"2086",FALSE
"2087",TRUE
"2088",TRUE
"2089",FALSE
"2090",TRUE
"2091",TRUE
"2092",TRUE
"2093",FALSE
"2094",TRUE
"2095",TRUE
"2096",FALSE
"2097",FALSE
"2098",FALSE
"2099",FALSE
"2100",TRUE
"2101",TRUE
"2102",TRUE
"2103",FALSE
"2104",FALSE
"2105",TRUE
"2106",FALSE
"2107",FALSE
"2108",FALSE
"2109",TRUE
"2110",TRUE
"2111",TRUE
"2112",FALSE
"2113",FALSE
"2114",FALSE
"2115",FALSE
"2116",FALSE
"2117",TRUE
"2118",FALSE
"2119",TRUE
"2120",FALSE
"2121",FALSE
"2122",FALSE
"2123",FALSE
"2124",FALSE
"2125",FALSE
"2126",TRUE
"2127",TRUE
"2128",FALSE
"2129",FALSE
"2130",TRUE
"2131",TRUE
"2132",TRUE
"2133",TRUE
"2134",FALSE
"2135",FALSE
"2136",FALSE
"2137",FALSE
"2138",TRUE
"2139",FALSE
"2140",TRUE
"2141",TRUE
"2142",FALSE
"2143",TRUE
"2144",TRUE
"2145",FALSE
"2146",FALSE
"2147",TRUE
"2148",FALSE
"2149",FALSE
"2150",TRUE
"2151",FALSE
"2152",TRUE
"2153",TRUE
"2154",FALSE
"2155",FALSE
"2156",FALSE
"2157",FALSE
"2158",FALSE
"2159",TRUE
"2160",FALSE
"2161",TRUE
"2162",FALSE
"2163",FALSE
"2164",FALSE
"2165",TRUE
"2166",TRUE
"2167",TRUE
"2168",FALSE
"2169",FALSE
"2170",FALSE
"2171",FALSE
"2172",FALSE
"2173",TRUE
"2174",TRUE
"2175",FALSE
"2176",FALSE
"2177",TRUE
"2178",FALSE
"2179",FALSE
"2180",FALSE
"2181",FALSE
"2182",TRUE
"2183",TRUE
"2184",TRUE
"2185",FALSE
"2186",FALSE
"2187",FALSE
"2188",FALSE
"2189",FALSE
"2190",TRUE
"2191",TRUE
"2192",TRUE
"2193",FALSE
"2194",TRUE
"2195",FALSE
"2196",TRUE
"2197",FALSE
"2198",TRUE
"2199",TRUE
"2200",FALSE
"2201",FALSE
"2202",TRUE
"2203",FALSE
"2204",FALSE
"2205",TRUE
"2206",FALSE
"2207",FALSE
"2208",FALSE
"2209",FALSE
"2210",TRUE
"2211",FALSE
"2212",FALSE
"2213",FALSE
"2214",TRUE
"2215",FALSE
"2216",FALSE
"2217",FALSE
"2218",TRUE
"2219",FALSE
"2220",TRUE
"2221",FALSE
"2222",TRUE
"2223",FALSE
"2224",FALSE
"2225",FALSE
"2226",FALSE
"2227",FALSE
"2228",FALSE
"2229",TRUE
"2230",FALSE
"2231",TRUE
"2232",FALSE
"2233",TRUE
"2234",FALSE
"2235",FALSE
"2236",FALSE
"2237",FALSE
"2238",TRUE
"2239",FALSE
"2240",TRUE
"2241",FALSE
"2242",FALSE
"2243",TRUE
"2244",FALSE
"2245",FALSE
"2246",FALSE
"2247",FALSE
"2248",TRUE
"2249",FALSE
"2250",FALSE
"2251",TRUE
"2252",FALSE
"2253",FALSE
"2254",FALSE
"2255",FALSE
"2256",TRUE
"2257",TRUE
"2258",TRUE
"2259",FALSE
"2260",TRUE
"2261",FALSE
"2262",FALSE
"2263",TRUE
"2264",FALSE
"2265",FALSE
"2266",FALSE
"2267",TRUE
"2268",FALSE
"2269",FALSE
"2270",TRUE
"2271",TRUE
"2272",TRUE
"2273",TRUE
"2274",FALSE
"2275",TRUE
"2276",FALSE
"2277",FALSE
"2278",FALSE
"2279",FALSE
"2280",FALSE
"2281",FALSE
"2282",FALSE
"2283",FALSE
"2284",FALSE
"2285",TRUE
"2286",FALSE
"2287",TRUE
"2288",TRUE
"2289",FALSE
"2290",FALSE
"2291",TRUE
"2292",TRUE
"2293",FALSE
"2294",TRUE
"2295",FALSE
"2296",TRUE
"2297",TRUE
"2298",TRUE
"2299",TRUE
"2300",FALSE
"2301",FALSE
"2302",TRUE
"2303",TRUE
"2304",TRUE
"2305",TRUE
"2306",FALSE
"2307",FALSE
"2308",FALSE
"2309",TRUE
"2310",TRUE
"2311",TRUE
"2312",TRUE
"2313",TRUE
"2314",FALSE
"2315",FALSE
"2316",TRUE
"2317",FALSE
"2318",FALSE
"2319",FALSE
"2320",TRUE
"2321",TRUE
"2322",FALSE
"2323",FALSE
"2324",FALSE
"2325",TRUE
"2326",FALSE
"2327",FALSE
"2328",FALSE
"2329",FALSE
"2330",FALSE
"2331",FALSE
"2332",FALSE
"2333",TRUE
"2334",FALSE
"2335",FALSE
"2336",TRUE
"2337",FALSE
"2338",FALSE
"2339",FALSE
"2340",FALSE
"2341",TRUE
"2342",TRUE
"2343",TRUE
"2344",TRUE
"2345",FALSE
"2346",FALSE
"2347",TRUE
"2348",TRUE
"2349",TRUE
"2350",FALSE
"2351",FALSE
"2352",FALSE
"2353",FALSE
"2354",FALSE
"2355",TRUE
"2356",FALSE
"2357",TRUE
"2358",TRUE
"2359",TRUE
"2360",FALSE
"2361",FALSE
"2362",TRUE
"2363",FALSE
"2364",FALSE
"2365",FALSE
"2366",FALSE
"2367",TRUE
"2368",FALSE
"2369",FALSE
"2370",FALSE
"2371",TRUE
"2372",FALSE
"2373",FALSE
"2374",TRUE
"2375",FALSE
"2376",FALSE
"2377",TRUE
"2378",TRUE
"2379",TRUE
"2380",TRUE
"2381",FALSE
"2382",TRUE
"2383",FALSE
"2384",TRUE
"2385",FALSE
"2386",TRUE
"2387",FALSE
"2388",TRUE
"2389",FALSE
"2390",FALSE
"2391",FALSE
"2392",FALSE
"2393",FALSE
"2394",TRUE
"2395",FALSE
"2396",FALSE
"2397",TRUE
"2398",TRUE
"2399",TRUE
"2400",FALSE
"2401",TRUE
"2402",TRUE
"2403",FALSE
"2404",FALSE
"2405",FALSE
"2406",FALSE
"2407",TRUE
"2408",FALSE
"2409",FALSE
"2410",FALSE
"2411",TRUE
"2412",TRUE
"2413",FALSE
"2414",TRUE
"2415",TRUE
"2416",TRUE
"2417",FALSE
"2418",FALSE
"2419",FALSE
"2420",FALSE
"2421",FALSE
"2422",TRUE
"2423",FALSE
"2424",FALSE
"2425",FALSE
"2426",FALSE
"2427",FALSE
"2428",FALSE
"2429",TRUE
"2430",FALSE
"2431",FALSE
"2432",TRUE
"2433",FALSE
"2434",FALSE
"2435",FALSE
"2436",FALSE
"2437",FALSE
"2438",TRUE
"2439",TRUE
"2440",TRUE
"2441",FALSE
"2442",TRUE
"2443",TRUE
"2444",TRUE
"2445",TRUE
"2446",TRUE
"2447",FALSE
"2448",TRUE
"2449",FALSE
"2450",FALSE
"2451",FALSE
"2452",FALSE
"2453",FALSE
"2454",TRUE
"2455",TRUE
"2456",FALSE
"2457",TRUE
"2458",TRUE
"2459",TRUE
"2460",TRUE
"2461",TRUE
"2462",TRUE
"2463",FALSE
"2464",FALSE
"2465",FALSE
"2466",FALSE
"2467",FALSE
"2468",FALSE
"2469",FALSE
"2470",FALSE
"2471",TRUE
"2472",TRUE
"2473",FALSE
"2474",FALSE
"2475",FALSE
"2476",FALSE
"2477",TRUE
"2478",TRUE
"2479",TRUE
"2480",FALSE
"2481",TRUE
"2482",FALSE
"2483",TRUE
"2484",TRUE
"2485",TRUE
"2486",FALSE
"2487",FALSE
"2488",FALSE
"2489",TRUE
"2490",FALSE
"2491",TRUE
"2492",FALSE
"2493",FALSE
"2494",TRUE
"2495",TRUE
"2496",FALSE
"2497",TRUE
"2498",FALSE
"2499",TRUE
"2500",FALSE
"2501",FALSE
"2502",FALSE
"2503",FALSE
"2504",FALSE
"2505",FALSE
"2506",FALSE
"2507",FALSE
"2508",FALSE
"2509",FALSE
"2510",TRUE
"2511",TRUE
"2512",TRUE
"2513",FALSE
"2514",FALSE
"2515",TRUE
"2516",FALSE
"2517",FALSE
"2518",FALSE
"2519",FALSE
"2520",FALSE
"2521",TRUE
"2522",FALSE
"2523",FALSE
"2524",TRUE
"2525",TRUE
"2526",FALSE
"2527",TRUE
"2528",TRUE
"2529",FALSE
"2530",FALSE
"2531",FALSE
"2532",TRUE
"2533",TRUE
"2534",TRUE
"2535",FALSE
"2536",TRUE
"2537",TRUE
"2538",FALSE
"2539",TRUE
"2540",FALSE
"2541",FALSE
"2542",TRUE
"2543",FALSE
"2544",TRUE
"2545",TRUE
"2546",FALSE
"2547",TRUE
"2548",FALSE
"2549",TRUE
"2550",TRUE
"2551",FALSE
"2552",TRUE
"2553",FALSE
"2554",FALSE
"2555",FALSE
"2556",FALSE
"2557",FALSE
"2558",FALSE
"2559",FALSE
"2560",TRUE
"2561",TRUE
"2562",FALSE
"2563",FALSE
"2564",TRUE
"2565",FALSE
"2566",TRUE
"2567",FALSE
"2568",FALSE
"2569",TRUE
"2570",FALSE
"2571",TRUE
"2572",TRUE
"2573",FALSE
"2574",TRUE
"2575",FALSE
"2576",TRUE
"2577",FALSE
"2578",FALSE
"2579",TRUE
"2580",FALSE
"2581",TRUE
"2582",TRUE
"2583",TRUE
"2584",TRUE
"2585",FALSE
"2586",FALSE
"2587",FALSE
"2588",TRUE
"2589",FALSE
"2590",FALSE
"2591",FALSE
"2592",TRUE
"2593",TRUE
"2594",FALSE
"2595",TRUE
"2596",TRUE
"2597",TRUE
"2598",FALSE
"2599",TRUE
"2600",FALSE
"2601",TRUE
"2602",FALSE
"2603",TRUE
"2604",TRUE
"2605",FALSE
"2606",TRUE
"2607",TRUE
"2608",TRUE
"2609",TRUE
"2610",FALSE
"2611",FALSE
"2612",FALSE
"2613",FALSE
"2614",FALSE
"2615",TRUE
"2616",TRUE
"2617",FALSE
"2618",TRUE
"2619",TRUE
"2620",TRUE
"2621",TRUE
"2622",TRUE
"2623",FALSE
"2624",FALSE
"2625",TRUE
"2626",FALSE
"2627",TRUE
"2628",FALSE
"2629",FALSE
"2630",FALSE
"2631",FALSE
"2632",FALSE
"2633",FALSE
"2634",TRUE
"2635",TRUE
"2636",FALSE
"2637",TRUE
"2638",FALSE
"2639",FALSE
"2640",TRUE
"2641",FALSE
"2642",FALSE
"2643",TRUE
"2644",FALSE
"2645",FALSE
"2646",FALSE
"2647",FALSE
"2648",FALSE
"2649",FALSE
"2650",TRUE
"2651",FALSE
"2652",TRUE
"2653",TRUE
"2654",FALSE
"2655",FALSE
"2656",FALSE
"2657",FALSE
"2658",FALSE
"2659",FALSE
"2660",FALSE
"2661",TRUE
"2662",TRUE
"2663",FALSE
"2664",TRUE
"2665",TRUE
"2666",FALSE
"2667",FALSE
"2668",TRUE
"2669",FALSE
"2670",FALSE
"2671",TRUE
"2672",TRUE
"2673",FALSE
"2674",TRUE
"2675",TRUE
"2676",TRUE
"2677",FALSE
"2678",FALSE
"2679",FALSE
"2680",FALSE
"2681",FALSE
"2682",FALSE
"2683",TRUE
"2684",FALSE
"2685",TRUE
"2686",TRUE
"2687",FALSE
"2688",FALSE
"2689",TRUE
"2690",TRUE
"2691",FALSE
"2692",FALSE
"2693",FALSE
"2694",FALSE
"2695",FALSE
"2696",FALSE
"2697",FALSE
"2698",TRUE
"2699",FALSE
"2700",TRUE
"2701",FALSE
"2702",FALSE
"2703",FALSE
"2704",TRUE
"2705",TRUE
"2706",TRUE
"2707",TRUE
"2708",TRUE
"2709",FALSE
"2710",TRUE
"2711",FALSE
"2712",FALSE
"2713",TRUE
"2714",TRUE
"2715",FALSE
"2716",TRUE
"2717",TRUE
"2718",FALSE
"2719",FALSE
"2720",FALSE
"2721",FALSE
"2722",FALSE
"2723",FALSE
"2724",FALSE
"2725",FALSE
"2726",FALSE
"2727",FALSE
"2728",TRUE
"2729",TRUE
"2730",FALSE
"2731",FALSE
"2732",TRUE
"2733",TRUE
"2734",FALSE
"2735",TRUE
"2736",TRUE
"2737",TRUE
"2738",FALSE
"2739",TRUE
"2740",FALSE
"2741",FALSE
"2742",FALSE
"2743",TRUE
"2744",TRUE
"2745",TRUE
"2746",FALSE
"2747",FALSE
"2748",FALSE
"2749",TRUE
"2750",FALSE
"2751",TRUE
"2752",FALSE
"2753",TRUE
"2754",FALSE
"2755",TRUE
"2756",FALSE
"2757",FALSE
"2758",TRUE
"2759",FALSE
"2760",TRUE
"2761",TRUE
"2762",FALSE
"2763",TRUE
"2764",TRUE
"2765",TRUE
"2766",FALSE
"2767",FALSE
"2768",FALSE
"2769",FALSE
"2770",TRUE
"2771",FALSE
"2772",TRUE
"2773",TRUE
"2774",TRUE
"2775",FALSE
"2776",FALSE
"2777",FALSE
"2778",FALSE
"2779",TRUE
"2780",FALSE
"2781",TRUE
"2782",FALSE
"2783",TRUE
"2784",FALSE
"2785",FALSE
"2786",FALSE
"2787",FALSE
"2788",TRUE
"2789",TRUE
"2790",FALSE
"2791",FALSE
"2792",FALSE
"2793",FALSE
"2794",FALSE
"2795",FALSE
"2796",TRUE
"2797",FALSE
"2798",FALSE
"2799",FALSE
